date,fuel_type,price_npr,source
2022-03-18,kerosene,106,NOC historical seed
2022-03-18,lpg,1550,NOC historical seed
2022-03-18,petrol,140,NOC historical seed
2022-03-19,diesel,122,NOC historical seed
2022-03-19,kerosene,106,NOC historical seed
2022-03-19,lpg,1550,NOC historical seed
2022-03-19,petrol,140,NOC historical seed
2022-03-20,diesel,122,NOC historical seed
2022-03-20,kerosene,106,NOC historical seed
2022-03-20,lpg,1550,NOC historical seed
2022-03-20,petrol,140,NOC historical seed
2022-03-21,diesel,122,NOC historical seed
2022-03-21,kerosene,106,NOC historical seed
2022-03-21,lpg,1550,NOC historical seed
2022-03-21,petrol,140,NOC historical seed
2022-03-22,diesel,122,NOC historical seed
2022-03-22,kerosene,106,NOC historical seed
2022-03-22,lpg,1550,NOC historical seed
2022-03-22,petrol,140,NOC historical seed
2022-03-23,diesel,122,NOC historical seed
2022-03-23,kerosene,106,NOC historical seed
2022-03-23,lpg,1550,NOC historical seed
2022-03-23,petrol,140,NOC historical seed
2022-03-24,diesel,122,NOC historical seed
2022-03-24,kerosene,106,NOC historical seed
2022-03-24,lpg,1550,NOC historical seed
2022-03-24,petrol,140,NOC historical seed
2022-03-25,diesel,122,NOC historical seed
2022-03-25,kerosene,106,NOC historical seed
2022-03-25,lpg,1550,NOC historical seed
2022-03-25,petrol,140,NOC historical seed
2022-03-26,diesel,122,NOC historical seed
2022-03-26,kerosene,106,NOC historical seed
2022-03-26,lpg,1550,NOC historical seed
2022-03-26,petrol,140,NOC historical seed
2022-03-27,diesel,122,NOC historical seed
2022-03-27,kerosene,106,NOC historical seed
2022-03-27,lpg,1550,NOC historical seed
2022-03-27,petrol,140,NOC historical seed
2022-03-28,diesel,122,NOC historical seed
2022-03-28,kerosene,106,NOC historical seed
2022-03-28,lpg,1550,NOC historical seed
2022-03-28,petrol,140,NOC historical seed
2022-03-29,diesel,122,NOC historical seed
2022-03-29,kerosene,106,NOC historical seed
2022-03-29,lpg,1550,NOC historical seed
2022-03-29,petrol,140,NOC historical seed
2022-03-30,diesel,122,NOC historical seed
2022-03-30,kerosene,106,NOC historical seed
2022-03-30,lpg,1550,NOC historical seed
2022-03-30,petrol,140,NOC historical seed
2022-03-31,diesel,122,NOC historical seed
2022-03-31,kerosene,106,NOC historical seed
2022-03-31,lpg,1550,NOC historical seed
2022-03-31,petrol,140,NOC historical seed
2022-04-01,diesel,133,NOC historical seed
2022-04-01,kerosene,115,NOC historical seed
2022-04-01,lpg,1650,NOC historical seed
2022-04-01,petrol,149,NOC historical seed
2022-04-02,diesel,133,NOC historical seed
2022-04-02,kerosene,115,NOC historical seed
2022-04-02,lpg,1650,NOC historical seed
2022-04-02,petrol,149,NOC historical seed
2022-04-03,diesel,133,NOC historical seed
2022-04-03,kerosene,115,NOC historical seed
2022-04-03,lpg,1650,NOC historical seed
2022-04-03,petrol,149,NOC historical seed
2022-04-04,diesel,133,NOC historical seed
2022-04-04,kerosene,115,NOC historical seed
2022-04-04,lpg,1650,NOC historical seed
2022-04-04,petrol,149,NOC historical seed
2022-04-05,diesel,133,NOC historical seed
2022-04-05,kerosene,115,NOC historical seed
2022-04-05,lpg,1650,NOC historical seed
2022-04-05,petrol,149,NOC historical seed
2022-04-06,diesel,133,NOC historical seed
2022-04-06,kerosene,115,NOC historical seed
2022-04-06,lpg,1650,NOC historical seed
2022-04-06,petrol,149,NOC historical seed
2022-04-07,diesel,133,NOC historical seed
2022-04-07,kerosene,115,NOC historical seed
2022-04-07,lpg,1650,NOC historical seed
2022-04-07,petrol,149,NOC historical seed
2022-04-08,diesel,133,NOC historical seed
2022-04-08,kerosene,115,NOC historical seed
2022-04-08,lpg,1650,NOC historical seed
2022-04-08,petrol,149,NOC historical seed
2022-04-09,diesel,133,NOC historical seed
2022-04-09,kerosene,115,NOC historical seed
2022-04-09,lpg,1650,NOC historical seed
2022-04-09,petrol,149,NOC historical seed
2022-04-10,diesel,133,NOC historical seed
2022-04-10,kerosene,115,NOC historical seed
2022-04-10,lpg,1650,NOC historical seed
2022-04-10,petrol,149,NOC historical seed
2022-04-11,diesel,133,NOC historical seed
2022-04-11,kerosene,115,NOC historical seed
2022-04-11,lpg,1650,NOC historical seed
2022-04-11,petrol,149,NOC historical seed
2022-04-12,diesel,133,NOC historical seed
2022-04-12,kerosene,115,NOC historical seed
2022-04-12,lpg,1650,NOC historical seed
2022-04-12,petrol,149,NOC historical seed
2022-04-13,diesel,133,NOC historical seed
2022-04-13,kerosene,115,NOC historical seed
2022-04-13,lpg,1650,NOC historical seed
2022-04-13,petrol,149,NOC historical seed
2022-04-14,diesel,133,NOC historical seed
2022-04-14,kerosene,115,NOC historical seed
2022-04-14,lpg,1650,NOC historical seed
2022-04-14,petrol,149,NOC historical seed
2022-04-15,diesel,133,NOC historical seed
2022-04-15,kerosene,115,NOC historical seed
2022-04-15,lpg,1650,NOC historical seed
2022-04-15,petrol,149,NOC historical seed
2022-04-16,diesel,133,NOC historical seed
2022-04-16,kerosene,115,NOC historical seed
2022-04-16,lpg,1650,NOC historical seed
2022-04-16,petrol,149,NOC historical seed
2022-04-17,diesel,133,NOC historical seed
2022-04-17,kerosene,115,NOC historical seed
2022-04-17,lpg,1650,NOC historical seed
2022-04-17,petrol,149,NOC historical seed
2022-04-18,diesel,133,NOC historical seed
2022-04-18,kerosene,115,NOC historical seed
2022-04-18,lpg,1650,NOC historical seed
2022-04-18,petrol,149,NOC historical seed
2022-04-19,diesel,133,NOC historical seed
2022-04-19,kerosene,115,NOC historical seed
2022-04-19,lpg,1650,NOC historical seed
2022-04-19,petrol,149,NOC historical seed
2022-04-20,diesel,133,NOC historical seed
2022-04-20,kerosene,115,NOC historical seed
2022-04-20,lpg,1650,NOC historical seed
2022-04-20,petrol,149,NOC historical seed
2022-04-21,diesel,133,NOC historical seed
2022-04-21,kerosene,115,NOC historical seed
2022-04-21,lpg,1650,NOC historical seed
2022-04-21,petrol,149,NOC historical seed
2022-04-22,diesel,133,NOC historical seed
2022-04-22,kerosene,115,NOC historical seed
2022-04-22,lpg,1650,NOC historical seed
2022-04-22,petrol,149,NOC historical seed
2022-04-23,diesel,133,NOC historical seed
2022-04-23,kerosene,115,NOC historical seed
2022-04-23,lpg,1650,NOC historical seed
2022-04-23,petrol,149,NOC historical seed
2022-04-24,diesel,133,NOC historical seed
2022-04-24,kerosene,115,NOC historical seed
2022-04-24,lpg,1650,NOC historical seed
2022-04-24,petrol,149,NOC historical seed
2022-04-25,diesel,133,NOC historical seed
2022-04-25,kerosene,115,NOC historical seed
2022-04-25,lpg,1650,NOC historical seed
2022-04-25,petrol,149,NOC historical seed
2022-04-26,diesel,133,NOC historical seed
2022-04-26,kerosene,115,NOC historical seed
2022-04-26,lpg,1650,NOC historical seed
2022-04-26,petrol,149,NOC historical seed
2022-04-27,diesel,133,NOC historical seed
2022-04-27,kerosene,115,NOC historical seed
2022-04-27,lpg,1650,NOC historical seed
2022-04-27,petrol,149,NOC historical seed
2022-04-28,diesel,133,NOC historical seed
2022-04-28,kerosene,115,NOC historical seed
2022-04-28,lpg,1650,NOC historical seed
2022-04-28,petrol,149,NOC historical seed
2022-04-29,diesel,133,NOC historical seed
2022-04-29,kerosene,115,NOC historical seed
2022-04-29,lpg,1650,NOC historical seed
2022-04-29,petrol,149,NOC historical seed
2022-04-30,diesel,133,NOC historical seed
2022-04-30,kerosene,115,NOC historical seed
2022-04-30,lpg,1650,NOC historical seed
2022-04-30,petrol,149,NOC historical seed
2022-05-01,diesel,133,NOC historical seed
2022-05-01,kerosene,115,NOC historical seed
2022-05-01,lpg,1650,NOC historical seed
2022-05-01,petrol,149,NOC historical seed
2022-05-02,diesel,133,NOC historical seed
2022-05-02,kerosene,115,NOC historical seed
2022-05-02,lpg,1650,NOC historical seed
2022-05-02,petrol,149,NOC historical seed
2022-05-03,diesel,133,NOC historical seed
2022-05-03,kerosene,115,NOC historical seed
2022-05-03,lpg,1650,NOC historical seed
2022-05-03,petrol,149,NOC historical seed
2022-05-04,diesel,133,NOC historical seed
2022-05-04,kerosene,115,NOC historical seed
2022-05-04,lpg,1650,NOC historical seed
2022-05-04,petrol,149,NOC historical seed
2022-05-05,diesel,133,NOC historical seed
2022-05-05,kerosene,115,NOC historical seed
2022-05-05,lpg,1650,NOC historical seed
2022-05-05,petrol,149,NOC historical seed
2022-05-06,diesel,133,NOC historical seed
2022-05-06,kerosene,115,NOC historical seed
2022-05-06,lpg,1650,NOC historical seed
2022-05-06,petrol,149,NOC historical seed
2022-05-07,diesel,133,NOC historical seed
2022-05-07,kerosene,115,NOC historical seed
2022-05-07,lpg,1650,NOC historical seed
2022-05-07,petrol,149,NOC historical seed
2022-05-08,diesel,133,NOC historical seed
2022-05-08,kerosene,115,NOC historical seed
2022-05-08,lpg,1650,NOC historical seed
2022-05-08,petrol,149,NOC historical seed
2022-05-09,diesel,133,NOC historical seed
2022-05-09,kerosene,115,NOC historical seed
2022-05-09,lpg,1650,NOC historical seed
2022-05-09,petrol,149,NOC historical seed
2022-05-10,diesel,133,NOC historical seed
2022-05-10,kerosene,115,NOC historical seed
2022-05-10,lpg,1650,NOC historical seed
2022-05-10,petrol,149,NOC historical seed
2022-05-11,diesel,133,NOC historical seed
2022-05-11,kerosene,115,NOC historical seed
2022-05-11,lpg,1650,NOC historical seed
2022-05-11,petrol,149,NOC historical seed
2022-05-12,diesel,133,NOC historical seed
2022-05-12,kerosene,115,NOC historical seed
2022-05-12,lpg,1650,NOC historical seed
2022-05-12,petrol,149,NOC historical seed
2022-05-13,diesel,133,NOC historical seed
2022-05-13,kerosene,115,NOC historical seed
2022-05-13,lpg,1650,NOC historical seed
2022-05-13,petrol,149,NOC historical seed
2022-05-14,diesel,133,NOC historical seed
2022-05-14,kerosene,115,NOC historical seed
2022-05-14,lpg,1650,NOC historical seed
2022-05-14,petrol,149,NOC historical seed
2022-05-15,diesel,133,NOC historical seed
2022-05-15,kerosene,115,NOC historical seed
2022-05-15,lpg,1650,NOC historical seed
2022-05-15,petrol,149,NOC historical seed
2022-05-16,diesel,133,NOC historical seed
2022-05-16,kerosene,115,NOC historical seed
2022-05-16,lpg,1650,NOC historical seed
2022-05-16,petrol,149,NOC historical seed
2022-05-17,diesel,133,NOC historical seed
2022-05-17,kerosene,115,NOC historical seed
2022-05-17,lpg,1650,NOC historical seed
2022-05-17,petrol,149,NOC historical seed
2022-05-18,diesel,133,NOC historical seed
2022-05-18,kerosene,115,NOC historical seed
2022-05-18,lpg,1650,NOC historical seed
2022-05-18,petrol,149,NOC historical seed
2022-05-19,diesel,133,NOC historical seed
2022-05-19,kerosene,115,NOC historical seed
2022-05-19,lpg,1650,NOC historical seed
2022-05-19,petrol,149,NOC historical seed
2022-05-20,diesel,133,NOC historical seed
2022-05-20,kerosene,115,NOC historical seed
2022-05-20,lpg,1650,NOC historical seed
2022-05-20,petrol,149,NOC historical seed
2022-05-21,diesel,133,NOC historical seed
2022-05-21,kerosene,115,NOC historical seed
2022-05-21,lpg,1650,NOC historical seed
2022-05-21,petrol,149,NOC historical seed
2022-05-22,diesel,133,NOC historical seed
2022-05-22,kerosene,115,NOC historical seed
2022-05-22,lpg,1650,NOC historical seed
2022-05-22,petrol,149,NOC historical seed
2022-05-23,diesel,133,NOC historical seed
2022-05-23,kerosene,115,NOC historical seed
2022-05-23,lpg,1650,NOC historical seed
2022-05-23,petrol,149,NOC historical seed
2022-05-24,diesel,133,NOC historical seed
2022-05-24,kerosene,115,NOC historical seed
2022-05-24,lpg,1650,NOC historical seed
2022-05-24,petrol,149,NOC historical seed
2022-05-25,diesel,133,NOC historical seed
2022-05-25,kerosene,115,NOC historical seed
2022-05-25,lpg,1650,NOC historical seed
2022-05-25,petrol,149,NOC historical seed
2022-05-26,diesel,133,NOC historical seed
2022-05-26,kerosene,115,NOC historical seed
2022-05-26,lpg,1650,NOC historical seed
2022-05-26,petrol,149,NOC historical seed
2022-05-27,diesel,133,NOC historical seed
2022-05-27,kerosene,115,NOC historical seed
2022-05-27,lpg,1650,NOC historical seed
2022-05-27,petrol,149,NOC historical seed
2022-05-28,diesel,133,NOC historical seed
2022-05-28,kerosene,115,NOC historical seed
2022-05-28,lpg,1650,NOC historical seed
2022-05-28,petrol,149,NOC historical seed
2022-05-29,diesel,133,NOC historical seed
2022-05-29,kerosene,115,NOC historical seed
2022-05-29,lpg,1650,NOC historical seed
2022-05-29,petrol,149,NOC historical seed
2022-05-30,diesel,133,NOC historical seed
2022-05-30,kerosene,115,NOC historical seed
2022-05-30,lpg,1650,NOC historical seed
2022-05-30,petrol,149,NOC historical seed
2022-05-31,diesel,133,NOC historical seed
2022-05-31,kerosene,115,NOC historical seed
2022-05-31,lpg,1650,NOC historical seed
2022-05-31,petrol,149,NOC historical seed
2022-06-01,diesel,133,NOC historical seed
2022-06-01,kerosene,115,NOC historical seed
2022-06-01,lpg,1650,NOC historical seed
2022-06-01,petrol,149,NOC historical seed
2022-06-02,diesel,133,NOC historical seed
2022-06-02,kerosene,115,NOC historical seed
2022-06-02,lpg,1650,NOC historical seed
2022-06-02,petrol,149,NOC historical seed
2022-06-03,diesel,133,NOC historical seed
2022-06-03,kerosene,115,NOC historical seed
2022-06-03,lpg,1650,NOC historical seed
2022-06-03,petrol,149,NOC historical seed
2022-06-04,diesel,133,NOC historical seed
2022-06-04,kerosene,115,NOC historical seed
2022-06-04,lpg,1650,NOC historical seed
2022-06-04,petrol,149,NOC historical seed
2022-06-05,diesel,133,NOC historical seed
2022-06-05,kerosene,115,NOC historical seed
2022-06-05,lpg,1650,NOC historical seed
2022-06-05,petrol,149,NOC historical seed
2022-06-06,diesel,133,NOC historical seed
2022-06-06,kerosene,115,NOC historical seed
2022-06-06,lpg,1650,NOC historical seed
2022-06-06,petrol,149,NOC historical seed
2022-06-07,diesel,133,NOC historical seed
2022-06-07,kerosene,115,NOC historical seed
2022-06-07,lpg,1650,NOC historical seed
2022-06-07,petrol,149,NOC historical seed
2022-06-08,diesel,133,NOC historical seed
2022-06-08,kerosene,115,NOC historical seed
2022-06-08,lpg,1650,NOC historical seed
2022-06-08,petrol,149,NOC historical seed
2022-06-09,diesel,133,NOC historical seed
2022-06-09,kerosene,115,NOC historical seed
2022-06-09,lpg,1650,NOC historical seed
2022-06-09,petrol,149,NOC historical seed
2022-06-10,diesel,133,NOC historical seed
2022-06-10,kerosene,115,NOC historical seed
2022-06-10,lpg,1650,NOC historical seed
2022-06-10,petrol,149,NOC historical seed
2022-06-11,diesel,133,NOC historical seed
2022-06-11,kerosene,115,NOC historical seed
2022-06-11,lpg,1650,NOC historical seed
2022-06-11,petrol,149,NOC historical seed
2022-06-12,diesel,133,NOC historical seed
2022-06-12,kerosene,115,NOC historical seed
2022-06-12,lpg,1650,NOC historical seed
2022-06-12,petrol,149,NOC historical seed
2022-06-13,diesel,133,NOC historical seed
2022-06-13,kerosene,115,NOC historical seed
2022-06-13,lpg,1650,NOC historical seed
2022-06-13,petrol,149,NOC historical seed
2022-06-14,diesel,133,NOC historical seed
2022-06-14,kerosene,115,NOC historical seed
2022-06-14,lpg,1650,NOC historical seed
2022-06-14,petrol,149,NOC historical seed
2022-06-15,diesel,133,NOC historical seed
2022-06-15,kerosene,115,NOC historical seed
2022-06-15,lpg,1650,NOC historical seed
2022-06-15,petrol,149,NOC historical seed
2022-06-16,diesel,133,NOC historical seed
2022-06-16,kerosene,115,NOC historical seed
2022-06-16,lpg,1650,NOC historical seed
2022-06-16,petrol,149,NOC historical seed
2022-06-17,diesel,133,NOC historical seed
2022-06-17,kerosene,115,NOC historical seed
2022-06-17,lpg,1650,NOC historical seed
2022-06-17,petrol,149,NOC historical seed
2022-06-18,diesel,133,NOC historical seed
2022-06-18,kerosene,115,NOC historical seed
2022-06-18,lpg,1650,NOC historical seed
2022-06-18,petrol,149,NOC historical seed
2022-06-19,diesel,133,NOC historical seed
2022-06-19,kerosene,115,NOC historical seed
2022-06-19,lpg,1650,NOC historical seed
2022-06-19,petrol,149,NOC historical seed
2022-06-20,diesel,133,NOC historical seed
2022-06-20,kerosene,115,NOC historical seed
2022-06-20,lpg,1650,NOC historical seed
2022-06-20,petrol,149,NOC historical seed
2022-06-21,diesel,133,NOC historical seed
2022-06-21,kerosene,115,NOC historical seed
2022-06-21,lpg,1650,NOC historical seed
2022-06-21,petrol,149,NOC historical seed
2022-06-22,diesel,133,NOC historical seed
2022-06-22,kerosene,115,NOC historical seed
2022-06-22,lpg,1650,NOC historical seed
2022-06-22,petrol,149,NOC historical seed
2022-06-23,diesel,133,NOC historical seed
2022-06-23,kerosene,115,NOC historical seed
2022-06-23,lpg,1650,NOC historical seed
2022-06-23,petrol,149,NOC historical seed
2022-06-24,diesel,133,NOC historical seed
2022-06-24,kerosene,115,NOC historical seed
2022-06-24,lpg,1650,NOC historical seed
2022-06-24,petrol,149,NOC historical seed
2022-06-25,diesel,133,NOC historical seed
2022-06-25,kerosene,115,NOC historical seed
2022-06-25,lpg,1650,NOC historical seed
2022-06-25,petrol,149,NOC historical seed
2022-06-26,diesel,133,NOC historical seed
2022-06-26,kerosene,115,NOC historical seed
2022-06-26,lpg,1650,NOC historical seed
2022-06-26,petrol,149,NOC historical seed
2022-06-27,diesel,133,NOC historical seed
2022-06-27,kerosene,115,NOC historical seed
2022-06-27,lpg,1650,NOC historical seed
2022-06-27,petrol,149,NOC historical seed
2022-06-28,diesel,133,NOC historical seed
2022-06-28,kerosene,115,NOC historical seed
2022-06-28,lpg,1650,NOC historical seed
2022-06-28,petrol,149,NOC historical seed
2022-06-29,diesel,133,NOC historical seed
2022-06-29,kerosene,115,NOC historical seed
2022-06-29,lpg,1650,NOC historical seed
2022-06-29,petrol,149,NOC historical seed
2022-06-30,diesel,133,NOC historical seed
2022-06-30,kerosene,115,NOC historical seed
2022-06-30,lpg,1650,NOC historical seed
2022-06-30,petrol,149,NOC historical seed
2022-07-01,diesel,152,NOC historical seed
2022-07-01,kerosene,127,NOC historical seed
2022-07-01,lpg,1750,NOC historical seed
2022-07-01,petrol,168,NOC historical seed
2022-07-02,diesel,152,NOC historical seed
2022-07-02,kerosene,127,NOC historical seed
2022-07-02,lpg,1750,NOC historical seed
2022-07-02,petrol,168,NOC historical seed
2022-07-03,diesel,152,NOC historical seed
2022-07-03,kerosene,127,NOC historical seed
2022-07-03,lpg,1750,NOC historical seed
2022-07-03,petrol,168,NOC historical seed
2022-07-04,diesel,152,NOC historical seed
2022-07-04,kerosene,127,NOC historical seed
2022-07-04,lpg,1750,NOC historical seed
2022-07-04,petrol,168,NOC historical seed
2022-07-05,diesel,152,NOC historical seed
2022-07-05,kerosene,127,NOC historical seed
2022-07-05,lpg,1750,NOC historical seed
2022-07-05,petrol,168,NOC historical seed
2022-07-06,diesel,152,NOC historical seed
2022-07-06,kerosene,127,NOC historical seed
2022-07-06,lpg,1750,NOC historical seed
2022-07-06,petrol,168,NOC historical seed
2022-07-07,diesel,152,NOC historical seed
2022-07-07,kerosene,127,NOC historical seed
2022-07-07,lpg,1750,NOC historical seed
2022-07-07,petrol,168,NOC historical seed
2022-07-08,diesel,152,NOC historical seed
2022-07-08,kerosene,127,NOC historical seed
2022-07-08,lpg,1750,NOC historical seed
2022-07-08,petrol,168,NOC historical seed
2022-07-09,diesel,152,NOC historical seed
2022-07-09,kerosene,127,NOC historical seed
2022-07-09,lpg,1750,NOC historical seed
2022-07-09,petrol,168,NOC historical seed
2022-07-10,diesel,152,NOC historical seed
2022-07-10,kerosene,127,NOC historical seed
2022-07-10,lpg,1750,NOC historical seed
2022-07-10,petrol,168,NOC historical seed
2022-07-11,diesel,152,NOC historical seed
2022-07-11,kerosene,127,NOC historical seed
2022-07-11,lpg,1750,NOC historical seed
2022-07-11,petrol,168,NOC historical seed
2022-07-12,diesel,152,NOC historical seed
2022-07-12,kerosene,127,NOC historical seed
2022-07-12,lpg,1750,NOC historical seed
2022-07-12,petrol,168,NOC historical seed
2022-07-13,diesel,152,NOC historical seed
2022-07-13,kerosene,127,NOC historical seed
2022-07-13,lpg,1750,NOC historical seed
2022-07-13,petrol,168,NOC historical seed
2022-07-14,diesel,152,NOC historical seed
2022-07-14,kerosene,127,NOC historical seed
2022-07-14,lpg,1750,NOC historical seed
2022-07-14,petrol,168,NOC historical seed
2022-07-15,diesel,152,NOC historical seed
2022-07-15,kerosene,127,NOC historical seed
2022-07-15,lpg,1750,NOC historical seed
2022-07-15,petrol,168,NOC historical seed
2022-07-16,diesel,152,NOC historical seed
2022-07-16,kerosene,127,NOC historical seed
2022-07-16,lpg,1750,NOC historical seed
2022-07-16,petrol,168,NOC historical seed
2022-07-17,diesel,152,NOC historical seed
2022-07-17,kerosene,127,NOC historical seed
2022-07-17,lpg,1750,NOC historical seed
2022-07-17,petrol,168,NOC historical seed
2022-07-18,diesel,152,NOC historical seed
2022-07-18,kerosene,127,NOC historical seed
2022-07-18,lpg,1750,NOC historical seed
2022-07-18,petrol,168,NOC historical seed
2022-07-19,diesel,152,NOC historical seed
2022-07-19,kerosene,127,NOC historical seed
2022-07-19,lpg,1750,NOC historical seed
2022-07-19,petrol,168,NOC historical seed
2022-07-20,diesel,152,NOC historical seed
2022-07-20,kerosene,127,NOC historical seed
2022-07-20,lpg,1750,NOC historical seed
2022-07-20,petrol,168,NOC historical seed
2022-07-21,diesel,152,NOC historical seed
2022-07-21,kerosene,127,NOC historical seed
2022-07-21,lpg,1750,NOC historical seed
2022-07-21,petrol,168,NOC historical seed
2022-07-22,diesel,152,NOC historical seed
2022-07-22,kerosene,127,NOC historical seed
2022-07-22,lpg,1750,NOC historical seed
2022-07-22,petrol,168,NOC historical seed
2022-07-23,diesel,152,NOC historical seed
2022-07-23,kerosene,127,NOC historical seed
2022-07-23,lpg,1750,NOC historical seed
2022-07-23,petrol,168,NOC historical seed
2022-07-24,diesel,152,NOC historical seed
2022-07-24,kerosene,127,NOC historical seed
2022-07-24,lpg,1750,NOC historical seed
2022-07-24,petrol,168,NOC historical seed
2022-07-25,diesel,152,NOC historical seed
2022-07-25,kerosene,127,NOC historical seed
2022-07-25,lpg,1750,NOC historical seed
2022-07-25,petrol,168,NOC historical seed
2022-07-26,diesel,152,NOC historical seed
2022-07-26,kerosene,127,NOC historical seed
2022-07-26,lpg,1750,NOC historical seed
2022-07-26,petrol,168,NOC historical seed
2022-07-27,diesel,152,NOC historical seed
2022-07-27,kerosene,127,NOC historical seed
2022-07-27,lpg,1750,NOC historical seed
2022-07-27,petrol,168,NOC historical seed
2022-07-28,diesel,152,NOC historical seed
2022-07-28,kerosene,127,NOC historical seed
2022-07-28,lpg,1750,NOC historical seed
2022-07-28,petrol,168,NOC historical seed
2022-07-29,diesel,152,NOC historical seed
2022-07-29,kerosene,127,NOC historical seed
2022-07-29,lpg,1750,NOC historical seed
2022-07-29,petrol,168,NOC historical seed
2022-07-30,diesel,152,NOC historical seed
2022-07-30,kerosene,127,NOC historical seed
2022-07-30,lpg,1750,NOC historical seed
2022-07-30,petrol,168,NOC historical seed
2022-07-31,diesel,152,NOC historical seed
2022-07-31,kerosene,127,NOC historical seed
2022-07-31,lpg,1750,NOC historical seed
2022-07-31,petrol,168,NOC historical seed
2022-08-01,diesel,152,NOC historical seed
2022-08-01,kerosene,127,NOC historical seed
2022-08-01,lpg,1750,NOC historical seed
2022-08-01,petrol,168,NOC historical seed
2022-08-02,diesel,152,NOC historical seed
2022-08-02,kerosene,127,NOC historical seed
2022-08-02,lpg,1750,NOC historical seed
2022-08-02,petrol,168,NOC historical seed
2022-08-03,diesel,152,NOC historical seed
2022-08-03,kerosene,127,NOC historical seed
2022-08-03,lpg,1750,NOC historical seed
2022-08-03,petrol,168,NOC historical seed
2022-08-04,diesel,152,NOC historical seed
2022-08-04,kerosene,127,NOC historical seed
2022-08-04,lpg,1750,NOC historical seed
2022-08-04,petrol,168,NOC historical seed
2022-08-05,diesel,152,NOC historical seed
2022-08-05,kerosene,127,NOC historical seed
2022-08-05,lpg,1750,NOC historical seed
2022-08-05,petrol,168,NOC historical seed
2022-08-06,diesel,152,NOC historical seed
2022-08-06,kerosene,127,NOC historical seed
2022-08-06,lpg,1750,NOC historical seed
2022-08-06,petrol,168,NOC historical seed
2022-08-07,diesel,152,NOC historical seed
2022-08-07,kerosene,127,NOC historical seed
2022-08-07,lpg,1750,NOC historical seed
2022-08-07,petrol,168,NOC historical seed
2022-08-08,diesel,152,NOC historical seed
2022-08-08,kerosene,127,NOC historical seed
2022-08-08,lpg,1750,NOC historical seed
2022-08-08,petrol,168,NOC historical seed
2022-08-09,diesel,152,NOC historical seed
2022-08-09,kerosene,127,NOC historical seed
2022-08-09,lpg,1750,NOC historical seed
2022-08-09,petrol,168,NOC historical seed
2022-08-10,diesel,152,NOC historical seed
2022-08-10,kerosene,127,NOC historical seed
2022-08-10,lpg,1750,NOC historical seed
2022-08-10,petrol,168,NOC historical seed
2022-08-11,diesel,152,NOC historical seed
2022-08-11,kerosene,127,NOC historical seed
2022-08-11,lpg,1750,NOC historical seed
2022-08-11,petrol,168,NOC historical seed
2022-08-12,diesel,152,NOC historical seed
2022-08-12,kerosene,127,NOC historical seed
2022-08-12,lpg,1750,NOC historical seed
2022-08-12,petrol,168,NOC historical seed
2022-08-13,diesel,152,NOC historical seed
2022-08-13,kerosene,127,NOC historical seed
2022-08-13,lpg,1750,NOC historical seed
2022-08-13,petrol,168,NOC historical seed
2022-08-14,diesel,152,NOC historical seed
2022-08-14,kerosene,127,NOC historical seed
2022-08-14,lpg,1750,NOC historical seed
2022-08-14,petrol,168,NOC historical seed
2022-08-15,diesel,152,NOC historical seed
2022-08-15,kerosene,127,NOC historical seed
2022-08-15,lpg,1750,NOC historical seed
2022-08-15,petrol,168,NOC historical seed
2022-08-16,diesel,152,NOC historical seed
2022-08-16,kerosene,127,NOC historical seed
2022-08-16,lpg,1750,NOC historical seed
2022-08-16,petrol,168,NOC historical seed
2022-08-17,diesel,152,NOC historical seed
2022-08-17,kerosene,127,NOC historical seed
2022-08-17,lpg,1750,NOC historical seed
2022-08-17,petrol,168,NOC historical seed
2022-08-18,diesel,152,NOC historical seed
2022-08-18,kerosene,127,NOC historical seed
2022-08-18,lpg,1750,NOC historical seed
2022-08-18,petrol,168,NOC historical seed
2022-08-19,diesel,152,NOC historical seed
2022-08-19,kerosene,127,NOC historical seed
2022-08-19,lpg,1750,NOC historical seed
2022-08-19,petrol,168,NOC historical seed
2022-08-20,diesel,152,NOC historical seed
2022-08-20,kerosene,127,NOC historical seed
2022-08-20,lpg,1750,NOC historical seed
2022-08-20,petrol,168,NOC historical seed
2022-08-21,diesel,152,NOC historical seed
2022-08-21,kerosene,127,NOC historical seed
2022-08-21,lpg,1750,NOC historical seed
2022-08-21,petrol,168,NOC historical seed
2022-08-22,diesel,152,NOC historical seed
2022-08-22,kerosene,127,NOC historical seed
2022-08-22,lpg,1750,NOC historical seed
2022-08-22,petrol,168,NOC historical seed
2022-08-23,diesel,152,NOC historical seed
2022-08-23,kerosene,127,NOC historical seed
2022-08-23,lpg,1750,NOC historical seed
2022-08-23,petrol,168,NOC historical seed
2022-08-24,diesel,152,NOC historical seed
2022-08-24,kerosene,127,NOC historical seed
2022-08-24,lpg,1750,NOC historical seed
2022-08-24,petrol,168,NOC historical seed
2022-08-25,diesel,152,NOC historical seed
2022-08-25,kerosene,127,NOC historical seed
2022-08-25,lpg,1750,NOC historical seed
2022-08-25,petrol,168,NOC historical seed
2022-08-26,diesel,152,NOC historical seed
2022-08-26,kerosene,127,NOC historical seed
2022-08-26,lpg,1750,NOC historical seed
2022-08-26,petrol,168,NOC historical seed
2022-08-27,diesel,152,NOC historical seed
2022-08-27,kerosene,127,NOC historical seed
2022-08-27,lpg,1750,NOC historical seed
